,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3601,589002795252867557,https://www.airbnb.com/rooms/589002795252867557,20240900000000.0,30/09/2024,city scrape,MAGNIFICO PISO CERCA DEL CASCO VIEJO,"3 Bedroom apartment, located a 7-minute walk from Casco Viejo. It also has a tram stop 3 min away.<br />It is an interior floor to an apple courtyard and therefore has  plenty of light.","It belongs to the Atxuri neighborhood, it is a neighborhood of Bilbao also old and close to the Old Town of  Bilbao.",https://a0.muscache.com/pictures/miso/Hosting-589002795252867557/original/e965badb-34de-436b-81dd-4846f4dc6dcf.jpeg,450924978,https://www.airbnb.com/users/show/450924978,Ainhoa,23/03/2022,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/56eb3ead-43d2-42ab-9dc9-9210573483e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/56eb3ead-43d2-42ab-9dc9-9210573483e4.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Bilbo, Euskadi, Spain",Bilbao,Vizcaya,43.25244141,-2.921593904,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,"[""Cleaning products"", ""Hair dryer"", ""Washer"", ""Iron"", ""Kitchen"", ""Dishwasher"", ""Fire extinguisher"", ""Shampoo"", ""Wifi"", ""Essentials"", ""Microwave"", ""Dishes and silverware"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Oven"", ""Coffee maker: drip coffee maker, Nespresso"", ""Hot water"", ""TV""]",$200.00,2,30,2,2,30,30,2.0,30.0,,t,0,0,0,61,30/09/2024,7,3,0,04/07/2022,26/08/2024,3.86,4.0,4.0,4.43,4.43,4.86,4.0,,t,1,1,0,0,0.26
3729,623945678475886348,https://www.airbnb.com/rooms/623945678475886348,20240900000000.0,30/09/2024,city scrape,Luminoso piso con 2 terrazas en Astigarraga,"Cozy newly renovated apartment with 2 double beds and one single. All the rooms are outside, it consists of two large terraces with hammocks and breakfast area outside.<br /><br />Located in the center of Astigarraga,  with plenty of gastronomic options without leaving the village. Known for its Cidrera tradition just 5 kilometers from downtown San Sebastian, get close to downtown without hassle, the bus stop is 200 meters away.<br /><br />Free parking throughout the village.",,https://a0.muscache.com/pictures/2c6511a6-e2d1-4ab6-9364-c43594a66073.jpg,458456670,https://www.airbnb.com/users/show/458456670,Ainhoa,10/05/2022,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/89eeb7b3-e7a1-477c-9af7-e70fc1a5ce96.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89eeb7b3-e7a1-477c-9af7-e70fc1a5ce96.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Astigarraga,GuipÃºzcoa,43.28221,-1.94625,Entire rental unit,Entire home/apt,3,1.0,1 bath,3.0,3.0,"[""Outdoor dining area"", ""Park view"", ""Dedicated workspace"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Kitchen"", ""Patio or balcony"", ""TV"", ""First aid kit"", ""Refrigerator""]",$126.00,1,1125,1,2,1125,1125,1.1,1125.0,,t,23,49,79,354,30/09/2024,20,11,0,05/06/2022,23/08/2024,4.9,4.95,4.95,4.9,5.0,4.85,4.7,ESS02961,f,1,1,0,0,0.71
3814,641687928882970948,https://www.airbnb.com/rooms/641687928882970948,20240900000000.0,29/09/2024,city scrape,"Lugar tranquilo, en medio de la naturaleza","This home has peace of mind, relax with your whole family!",Agroturismo Aldarreta license number KSS00066,https://a0.muscache.com/pictures/64231342/136ab0c5_original.jpg,26543449,https://www.airbnb.com/users/show/26543449,Ainhoa,22/01/2015,,Tenemos un pequeño establecimiento de alquiler de habitaciones en medio de la naturaleza . será fácil desconectar y cargar nuevas energías para quien elija pasar unos días con nosotros,within a day,100%,80%,t,https://a0.muscache.com/im/users/26543449/profile_pic/1421960225/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26543449/profile_pic/1421960225/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ataún, Euskadi, Spain",Ataun,GuipÃºzcoa,43.0055194,-2.1790409,Private room in home,Private room,3,2.0,2 baths,2.0,1.0,"[""Toaster"", ""Free parking on premises"", ""Smoking allowed"", ""Outdoor furniture"", ""BBQ grill"", ""Washer"", ""Extra pillows and blankets"", ""Private entrance"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Indoor fireplace"", ""Crib"", ""Fire extinguisher"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Blender"", ""Microwave"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Shared patio or balcony"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Hot water"", ""Baby safety gates"", ""Lock on bedroom door"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Booster seat high chair"", ""TV""]",$40.00,2,365,2,2,365,365,2.0,365.0,,t,26,54,84,359,29/09/2024,57,25,2,24/07/2022,18/09/2024,4.82,4.81,4.81,4.47,4.58,4.86,4.82,,f,1,0,1,0,2.14
3856,647834789061358187,https://www.airbnb.com/rooms/647834789061358187,20240900000000.0,29/09/2024,city scrape,Habitación luminosa y espaciosa con baño privado,"Forget the worries in this great home - it's an oasis of tranquility! Ideal for relaxing and relaxing .Urbanization close to the beach, the village and metro. Sopelana offers wonderful surroundings close to the sea and the mountains.  Perfect for walking along cliffs to nearby towns like Plentzia , Gorliz and Getxo.  Areas for surfing and paragliding.",,https://a0.muscache.com/pictures/miso/Hosting-647834789061358187/original/e565c613-e83e-47ed-b007-1142a2023289.jpeg,12561517,https://www.airbnb.com/users/show/12561517,Ainhoa,25/02/2014,"Biscay, Spain","Soy una persona extrovertida, ordenada y responsable. Me gusta leer,el deporte, la música, el mar, bailar, conocer gente...",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ca164936-f2f0-4991-9b5f-6a29265f3f53.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca164936-f2f0-4991-9b5f-6a29265f3f53.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Sopelana,Vizcaya,43.38615,-2.98673,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Body soap"", ""Smoke alarm"", ""Fire extinguisher"", ""Hair dryer"", ""Hangers"", ""Extra pillows and blankets"", ""Wifi"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Refrigerator""]",$110.00,2,31,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,29/09/2024,2,0,0,09/08/2022,25/08/2023,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,t,6,0,6,0,0.08
3865,649329579173029701,https://www.airbnb.com/rooms/649329579173029701,20240900000000.0,30/09/2024,city scrape,Habitación doble en piso céntrico de Bilbo,"Double room (21m) divided into two spaces,  bedroom and living room, in a central renovated apartment, 5m from Casco Antiguo and 7min from the subway. Lively and cross-cultural neighborhood",,https://a0.muscache.com/pictures/87f590e4-d319-4cff-887a-12bd44a3e21e.jpg,137138916,https://www.airbnb.com/users/show/137138916,Ainhoa,26/06/2017,"Canary Islands, Spain",,a few days or more,0%,25%,f,https://a0.muscache.com/im/pictures/user/c4b8659b-5b54-4440-9cd8-ddb810ad0119.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c4b8659b-5b54-4440-9cd8-ddb810ad0119.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Bilbao,Vizcaya,43.25675,-2.92636,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Dedicated workspace"", ""Washer"", ""Wifi"", ""Kitchen"", ""TV"", ""First aid kit""]",$109.00,1,365,1,1,365,365,1.0,365.0,,t,0,4,34,34,30/09/2024,1,0,0,15/07/2022,15/07/2022,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,f,1,0,1,0,0.04
3884,652035618640762189,https://www.airbnb.com/rooms/652035618640762189,20240900000000.0,29/09/2024,city scrape,"Altamira, SEA & MOUNTAIN","Spacious accommodation located in the Urdaibai Biosphere Reserve, in the quiet neighborhood of Altamira and 5 minutes from San Antonio Beach, 5 km from Mundaka , Bermeo and Gernika.",,https://a0.muscache.com/pictures/miso/Hosting-652035618640762189/original/66d8786a-21b2-4774-a49b-d7900abf53e1.jpeg,464867649,https://www.airbnb.com/users/show/464867649,Ainhoa,18/06/2022,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e5f5c3f6-0727-40cb-906e-6f729ededf8e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e5f5c3f6-0727-40cb-906e-6f729ededf8e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Busturia,Vizcaya,43.36876,-2.70262,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Toaster"", ""Smoking allowed"", ""Cleaning products"", ""Bathtub"", ""Central heating"", ""Hair dryer"", ""Fagor refrigerator"", ""Iron"", ""Kitchen"", ""First aid kit"", ""Free street parking"", ""Stainless steel oven"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Microwave"", ""Shared beach access"", ""Dishes and silverware"", ""Room-darkening shades"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet and dresser"", ""Standalone high chair"", ""Free washer"", ""TV"", ""Crib - always at the listing""]",$86.00,1,365,1,4,2,999,1.3,971.6,,t,29,59,89,93,29/09/2024,9,2,1,26/06/2022,13/09/2024,4.78,4.56,4.67,4.67,4.56,4.67,4.44,E BI 1891,t,1,1,0,0,0.33
3980,666519478574498437,https://www.airbnb.com/rooms/666519478574498437,20240900000000.0,29/09/2024,city scrape,Tuul Etxea. Habitación a 8km de Bilbao (6),"Homemade room located in front of Galdakao train station, 8km from Bilbao and less than 10 minutes by train from Casco Viejo. The room has one two twin beds and a bunk bed.<br /><br />Outdoor patio with barbecue, fully equipped kitchen (washer, dryer, kitchenware, etc.) and very good atmosphere.<br />The house has 3 bathrooms in common use and people who stay can use any of them at any time.<br /><br />REATE license number (Basque Government): LBI00554",Zuhatzu is a relaxing residential neighborhood just half a kilometer from downtown Galdakao. The train station that connects with Bilbao and Donosti is in front of the house. It has a large Mercadona a 3-minute walk away.,https://a0.muscache.com/pictures/miso/Hosting-666519478574498437/original/23225052-153a-4996-841c-408d9a9877cb.jpeg,82725192,https://www.airbnb.com/users/show/82725192,Ainhoa,09/07/2016,"Bilbao, Spain",Como soy viajera me gusta atender a los viajeros de la mejor manera posible.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Galdakao, Euskadi, Spain",Galdakao,Vizcaya,43.22907077083994,-2.853593118,Private room in home,Private room,2,3.0,3 shared baths,1.0,4.0,"[""Toaster"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Piano"", ""Dedicated workspace"", ""Central heating"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Coffee"", ""Iron"", ""Keypad"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Crib"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""Drying rack for clothing"", ""Self check-in"", ""32 inch HDTV with Netflix"", ""Blender"", ""Microwave"", ""Clothing storage: closet, wardrobe, and dresser"", ""Long term stays allowed"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Shower gel"", ""High chair"", ""Bed linens"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Babysitter recommendations"", ""Outdoor dining area"", ""City skyline view"", ""Baby bath"", ""Hot water"", ""Lock on bedroom door"", ""Dining table"", ""Smoke alarm"", ""Miele electric stove"", ""Children\u2019s dinnerware"", ""Indoor fireplace: wood-burning"", ""Cooking basics""]",$73.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,10,34,64,339,29/09/2024,53,19,2,14/07/2022,07/09/2024,4.75,4.85,4.75,4.91,4.89,4.57,4.7,,t,3,0,3,0,1.97
4008,672897045913867106,https://www.airbnb.com/rooms/672897045913867106,20240900000000.0,29/09/2024,city scrape,Tuul Etxea. Habitación a 8km de Bilbao (1),"Homemade room located in front of Galdakao train station, 8km from Bilbao and less than 10 minutes by train from Casco Viejo. The room has one two twin beds and a bunk bed.<br /><br />Outdoor patio with barbecue, fully equipped kitchen (washer, dryer, kitchenware, etc.) and very good atmosphere.<br />The house has 3 bathrooms in common use and people who stay can use any of them at any time.<br /><br />REATE license number (Basque Government): LBI00554",Zuhatzu is a relaxing residential neighborhood just half a kilometer from downtown Galdakao. The train station that connects with Bilbao and Donosti is in front of the house. It has a large Mercadona a 3-minute walk away.,https://a0.muscache.com/pictures/miso/Hosting-672897045913867106/original/72c8b938-f022-42b6-a3cd-b832621ebc4d.jpeg,82725192,https://www.airbnb.com/users/show/82725192,Ainhoa,09/07/2016,"Bilbao, Spain",Como soy viajera me gusta atender a los viajeros de la mejor manera posible.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Galdakao, Euskadi, Spain",Galdakao,Vizcaya,43.22995,-2.8548,Private room in home,Private room,2,3.0,3 shared baths,1.0,4.0,"[""Toaster"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Piano"", ""Dedicated workspace"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Iron"", ""Keypad"", ""Kitchen"", ""Freezer"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Crib"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""Drying rack for clothing"", ""Self check-in"", ""32 inch HDTV with Netflix"", ""Microwave"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Courtyard view"", ""Clothing storage"", ""High chair"", ""Shared patio or balcony"", ""Bed linens"", ""Oven"", ""Children\u2019s books and toys"", ""City skyline view"", ""Baby bath"", ""Hot water"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Dining table"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Indoor fireplace: wood-burning"", ""Cooking basics""]",$79.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,48,78,353,29/09/2024,6,1,1,21/07/2022,14/09/2024,4.0,4.17,3.83,5.0,4.67,4.17,4.17,,t,3,0,3,0,0.22
4072,684671654331965765,https://www.airbnb.com/rooms/684671654331965765,20240900000000.0,30/09/2024,city scrape,Apartamento familiar en el barrio Antiguo,"Family apartment where we live with our two little ones.  A warm, comfortable family-friendly home. Located in the  Old Town, an authentic neighborhood where you can take advantage of everything the city of Donostia has to offer without sacrificing tranquility. No architectural barriers.<br />Residential area 10 minutes from Ondarreta Beach and La Concha Beach.<br />Three bedrooms, 1 bathroom, full kitchenette, lounge chair, WiFi, TV(Netflix, HBO,Disney...).<br />Free parking area nearby<br /><br />Registration number ESS03256",,https://a0.muscache.com/pictures/miso/Hosting-684671654331965765/original/d395c49a-67ea-4575-9b8b-1165dcf482ed.jpeg,64635452,https://www.airbnb.com/users/show/64635452,Mikel,27/03/2016,,,within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/199eae59-ff48-470a-9894-2747242f948f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/199eae59-ff48-470a-9894-2747242f948f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.30799917697894,-2.005829038,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,2.0,"[""Bidet"", ""Free parking on premises"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Coffee maker"", ""Wine glasses"", ""Hair dryer"", ""Lockbox"", ""Extra pillows and blankets"", ""Coffee"", ""Iron"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Free street parking"", ""Books and reading material"", ""Fast wifi \u2013 679 Mbps"", ""Dishwasher"", ""Waterfront"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Outlet covers"", ""Shampoo"", ""Hangers"", ""Changing table"", ""Ethernet connection"", ""Laundromat nearby"", ""Single level home"", ""Essentials"", ""Drying rack for clothing"", ""Self check-in"", ""Blender"", ""Microwave"", ""Beach essentials"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Heating"", ""Conditioner"", ""Shower gel"", ""High chair"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""55 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, standard cable"", ""Board games"", ""Clothing storage: closet"", ""Children\u2019s books and toys"", ""Hot water"", ""Children\u2019s bikes"", ""Dining table"", ""Elevator"", ""Children\u2019s dinnerware"", ""Cooking basics""]",$186.00,2,1125,3,3,1125,1125,3.0,1125.0,,t,7,19,49,83,30/09/2024,16,11,2,11/08/2022,19/09/2024,4.94,4.88,4.81,4.88,5.0,4.63,4.75,,f,1,1,0,0,0.61
4079,686118245377958731,https://www.airbnb.com/rooms/686118245377958731,20240900000000.0,29/09/2024,city scrape,Preciosa habitación con terraza y vistas al mar,"Get away from it all at this unique and relaxing place to stay. In a quiet place and 10’ from Zarautz, a wonderful terrace with ocean views and private bathroom",Very quiet area,https://a0.muscache.com/pictures/miso/Hosting-686118245377958731/original/0ef7e951-78a8-45f8-b709-f09ebba7c718.jpeg,124896938,https://www.airbnb.com/users/show/124896938,Mikel,08/04/2017,"Aia, Spain",,within an hour,100%,91%,f,https://a0.muscache.com/im/pictures/user/User-124896938/original/96603e71-f0b7-4416-a9d5-36f99bee1691.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-124896938/original/96603e71-f0b7-4416-a9d5-36f99bee1691.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Aia, Euskadi, Spain",Aia,GuipÃºzcoa,43.23798,-2.15021,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Toaster"", ""Free parking on premises"", ""Cleaning products"", ""Dedicated workspace"", ""Central heating"", ""Fast wifi \u2013 325 Mbps"", ""Wine glasses"", ""Outdoor furniture"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Hacendado shampoo"", ""Washer"", ""Extra pillows and blankets"", ""Mountain view"", ""Kitchen"", ""Freezer"", ""First aid kit"", ""Refrigerator"", ""Hammock"", ""Free street parking"", ""Dishwasher"", ""Hangers"", ""Ethernet connection"", ""Single level home"", ""Essentials"", ""Drying rack for clothing"", ""Self check-in"", ""Blender"", ""Ocean view"", ""Microwave"", ""Hacendado body soap"", ""Long term stays allowed"", ""Gas stove"", ""Sun loungers"", ""Dishes and silverware"", ""Outdoor shower"", ""Private patio or balcony"", ""Sound system"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Hot water"", ""Lock on bedroom door"", ""Dining table"", ""Elevator"", ""Cooking basics""]",$51.00,1,1125,2,2,1125,1125,2.0,1125.0,,t,6,6,6,188,29/09/2024,58,22,2,13/08/2022,07/09/2024,4.64,4.72,4.71,4.84,4.83,4.52,4.52,,f,1,0,1,0,2.23
4097,689739126355908325,https://www.airbnb.com/rooms/689739126355908325,20240900000000.0,30/09/2024,city scrape,Bonito y céntrico apartamento en calle peatonal,"Welcome to our Casa!<br />Nice house in a central, quiet and pleasant neighborhood. It consists of living room, kitchen, one bedroom and balcony. Second floor, bright. Very quiet, on a pedestrian street and bedroom overlooks a block patio. The neighborhood has plenty of life, lots of bar terraces, and landscaped areas. There are metro and tram stops just meters from the house. However, walking takes you to shopping and walking areas in a few minutes. There is an elevator.<br />Identification.LBI00511",,https://a0.muscache.com/pictures/miso/Hosting-689739126355908325/original/59b779b6-9b17-4702-a253-7339eedb856d.jpeg,227045659,https://www.airbnb.com/users/show/227045659,Ainhoa,22/11/2018,"Bilbao, Spain",,within a few hours,100%,80%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Bilbao,Vizcaya,43.257202,-2.942843,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Dishwasher"", ""Hair dryer"", ""Shampoo"", ""Heating"", ""Shower gel"", ""Washer"", ""Iron"", ""Wifi"", ""Essentials"", ""Kitchen"", ""TV"", ""Oven""]",$101.00,2,90,1,2,90,90,2.0,90.0,,t,0,0,0,0,30/09/2024,43,30,4,07/08/2023,27/09/2024,4.83,4.86,4.83,4.86,4.98,4.71,4.74,,f,1,1,0,0,3.06
4106,692094889922782982,https://www.airbnb.com/rooms/692094889922782982,20240900000000.0,29/09/2024,city scrape,Tuul Etxea.  Habitación doble a 8km de Bilbao (2),"Triple room in farmhouse located in front of the Galdakao train station, 8km from Bilbao and less than 10 minutes by train from Casco Viejo. The room has one two twin beds and a bunk bed.<br /><br />Outdoor patio with barbecue, fully equipped kitchen (washer, dryer, kitchenware, etc.) and very good atmosphere.<br />The house has 3 bathrooms in common use and people who stay can use any of them at any time.<br /><br />REATE license number (Basque Government): LBI00554",Zuhatzu is a relaxing residential neighborhood just half a kilometer from downtown Galdakao. The train station that connects with Bilbao and Donosti is in front of the house. It has a large Mercadona a 3-minute walk away.,https://a0.muscache.com/pictures/miso/Hosting-692094889922782982/original/ec255926-8968-4370-ae1b-ed3ec98d06f4.jpeg,82725192,https://www.airbnb.com/users/show/82725192,Ainhoa,09/07/2016,"Bilbao, Spain",Como soy viajera me gusta atender a los viajeros de la mejor manera posible.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2969c84-5ec1-45eb-a2f5-6ed1c7a30acf.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Galdakao, Euskadi, Spain",Galdakao,Vizcaya,43.2291753,-2.8536195,Private room in home,Private room,2,3.0,3 shared baths,1.0,1.0,"[""Free parking on premises"", ""Dedicated workspace"", ""Coffee maker"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Keypad"", ""Kitchen"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Refrigerator"", ""Crib"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Wifi"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Private patio or balcony"", ""High chair"", ""Children\u2019s books and toys"", ""City skyline view"", ""Baby bath"", ""Outdoor dining area"", ""Lock on bedroom door"", ""Smoke alarm"", ""TV"", ""Indoor fireplace: wood-burning""]",$60.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,13,29,51,310,29/09/2024,31,11,0,20/08/2022,20/07/2024,4.68,4.81,4.68,4.94,4.84,4.61,4.84,,t,3,0,3,0,1.2
4138,699767456606138464,https://www.airbnb.com/rooms/699767456606138464,20240900000000.0,30/09/2024,city scrape,Urdaibai Boutique w/ pool,Get away from the routine at this single-family chalet in the heart of the Urdaibai reserve.***Located in the strategic municipality of Busturia between the seaside villa of Bermeo and the institution,,https://a0.muscache.com/pictures/prohost-api/Hosting-699767456606138464/original/a254a00b-e1b5-4f00-ba45-80841b46364c.jpeg,189883953,https://www.airbnb.com/users/show/189883953,Ainhoa,16/05/2018,"Basque Country, Spain",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/b425f18a-1515-40d6-8e44-1db9dd7ab7c1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b425f18a-1515-40d6-8e44-1db9dd7ab7c1.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Busturia,Vizcaya,43.3684433,-2.7011245,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Smoking allowed"", ""Coffee maker"", ""Central heating"", ""Outdoor furniture"", ""BBQ grill"", ""Kitchen"", ""Freezer"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Indoor fireplace"", ""Barbecue utensils"", ""Body soap"", ""Shampoo"", ""Wifi"", ""Essentials"", ""Microwave"", ""Private pool"", ""Sun loungers"", ""Dishes and silverware"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Outdoor dining area"", ""Dining table"", ""TV"", ""Fire pit""]",$230.00,1,365,1,2,2,999,1.3,759.2,,t,29,59,89,92,30/09/2024,12,1,0,18/09/2022,16/08/2024,4.83,4.67,4.75,4.5,4.58,4.75,4.5,,t,1,1,0,0,0.48
