,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4154,705109989568573094,https://www.airbnb.com/rooms/705109989568573094,20240900000000.0,29/09/2024,city scrape,Habitación privada cerca de la playa,Take a break and unwind at this peaceful oasis.,,https://a0.muscache.com/pictures/bece531f-f8fc-421a-944d-3732dc1cdfa7.jpg,2142439,https://www.airbnb.com/users/show/2142439,Alba,15/04/2012,"Zarautz, Spain",,within a day,50%,56%,f,https://a0.muscache.com/im/users/2142439/profile_pic/1382213050/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2142439/profile_pic/1382213050/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Zarautz,GuipÃºzcoa,43.28526,-2.16447,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Paid parking on premises"", ""Pool"", ""Exercise equipment"", ""Washer"", ""Wifi"", ""Kitchen"", ""Sea view"", ""TV""]",$70.00,2,2,2,2,2,2,2.0,2.0,,t,29,59,89,89,29/09/2024,7,3,0,03/07/2023,19/08/2024,5.0,5.0,4.86,5.0,5.0,5.0,4.71,,f,1,0,1,0,0.46
4161,707105374751276397,https://www.airbnb.com/rooms/707105374751276397,20240900000000.0,29/09/2024,city scrape,Precioso y espacioso  duplex en el centro,"Centrally located, you and your loved ones will have it all at your fingertips.",,https://a0.muscache.com/pictures/ca21a851-97d2-4639-86b1-e0f058e7bbcb.jpg,127703255,https://www.airbnb.com/users/show/127703255,Aurora,26/04/2017,"Vitoria-Gasteiz, Spain",,within a day,67%,55%,f,https://a0.muscache.com/im/pictures/user/User-127703255/original/21d369d6-edd4-4bbf-8412-0ebaaa360abc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-127703255/original/21d369d6-edd4-4bbf-8412-0ebaaa360abc.jpeg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,,Vitoria-Gasteiz,Ãlava,42.84985,-2.67497,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Luggage dropoff allowed"", ""Coffee maker: espresso machine"", ""Smoking allowed"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Wine glasses"", ""Hair dryer"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Coffee"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Books and reading material"", ""Paid parking garage off premises"", ""Dishwasher"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Laundromat nearby"", ""Wifi"", ""Essentials"", ""Portable heater"", ""Blender"", ""Microwave"", ""Dishes and silverware"", ""Hot water kettle"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Hot water"", ""Mini fridge"", ""TV"", ""Cooking basics""]",$100.00,2,15,2,2,15,15,2.0,15.0,,t,28,58,88,315,29/09/2024,5,2,1,21/05/2023,29/09/2024,4.8,5.0,5.0,5.0,5.0,4.8,4.6,,f,2,2,0,0,0.3
4207,722926865861891987,https://www.airbnb.com/rooms/722926865861891987,20240900000000.0,29/09/2024,city scrape,Casa rural en Orio a 8 min de Donostia (nº1),"Farmhouse refurbished, on the coast, 8 minutes from Donostia/San Sebastian. Quiet rural setting to disconnect from busy lives. Rooms with private bathroom and common living room for guests with TV.",,https://a0.muscache.com/pictures/miso/Hosting-722926865861891987/original/ddbbc862-d878-4a2e-9bef-d281c48c1727.jpeg,99997676,https://www.airbnb.com/users/show/99997676,Tina,17/10/2016,"Orio, Spain",,within a day,70%,54%,f,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,,Orio,GuipÃºzcoa,43.27847,-2.11434,Private room in cottage,Private room,2,1.0,1 private bath,1.0,2.0,"[""Outdoor dining area"", ""Free parking on premises"", ""Lock on bedroom door"", ""HDTV"", ""Fire extinguisher"", ""Wifi"", ""First aid kit""]",$60.00,2,365,2,2,365,365,2.0,365.0,,t,30,57,87,362,29/09/2024,12,7,0,07/10/2022,06/08/2024,4.17,4.17,4.75,4.5,4.42,4.33,4.25,,f,4,0,4,0,0.5
4221,725998370957303878,https://www.airbnb.com/rooms/725998370957303878,20240900000000.0,29/09/2024,city scrape,Casa rural Aingeru,,,https://a0.muscache.com/pictures/miso/Hosting-725998370957303878/original/81207ac8-963d-4c56-b4a6-3abead337ba2.jpeg,481404393,https://www.airbnb.com/users/show/481404393,Belen,28/09/2022,,,within a day,50%,0%,f,https://a0.muscache.com/im/pictures/user/ff62e8ee-9175-4289-bce2-87f2e1fcaa5b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ff62e8ee-9175-4289-bce2-87f2e1fcaa5b.jpg?aki_policy=profile_x_medium,Los Lombanos Auzoa,2,2,"['email', 'phone']",t,t,,Karrantza Harana,Vizcaya,43.20998,-3.37869,Entire cottage,Entire home/apt,14,6.0,6 baths,5.0,7.0,"[""Free parking on premises"", ""Indoor fireplace"", ""Air conditioning"", ""Dedicated workspace"", ""Hot tub"", ""Self check-in"", ""Hair dryer"", ""BBQ grill"", ""Lockbox"", ""Iron"", ""Wifi"", ""Kitchen"", ""Fire pit"", ""TV"", ""First aid kit""]",$400.00,2,365,2,2,365,365,2.0,365.0,,,30,60,90,180,29/09/2024,0,0,0,,,,,,,,,,,f,2,2,0,0,
4222,726736634191387068,https://www.airbnb.com/rooms/726736634191387068,20240900000000.0,29/09/2024,city scrape,Casa rural en Orio a 8 min de Donostia (nº3),"Farmhouse refurbished, on the coast, 8 minutes from Donostia/San Sebastian. Quiet rural setting to disconnect from busy lives. Rooms with private bathroom and common living room for guests with TV.",,https://a0.muscache.com/pictures/miso/Hosting-726736634191387068/original/882e440c-52cb-4cd6-8ac6-8a13769f8e47.jpeg,99997676,https://www.airbnb.com/users/show/99997676,Tina,17/10/2016,"Orio, Spain",,within a day,70%,54%,f,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,,Orio,GuipÃºzcoa,43.27762758323008,-2.114720426,Private room in cottage,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wifi"", ""TV""]",$60.00,2,365,2,2,365,365,2.0,365.0,,t,30,57,87,362,29/09/2024,10,6,1,24/05/2023,14/09/2024,4.3,4.4,4.4,3.7,4.3,4.4,4.4,,f,4,0,4,0,0.61
4223,726752512230612809,https://www.airbnb.com/rooms/726752512230612809,20240900000000.0,29/09/2024,city scrape,Casa rural en Orio a 8 min de Donostia (nº2),"Farmhouse refurbished, on the coast, 8 minutes from Donostia/San Sebastian. Quiet rural setting to disconnect from busy lives. Rooms with private bathroom and common living room for guests with TV.",,https://a0.muscache.com/pictures/miso/Hosting-726752512230612809/original/4edc8d0f-bceb-49e8-8f49-20bbae68185c.jpeg,99997676,https://www.airbnb.com/users/show/99997676,Tina,17/10/2016,"Orio, Spain",,within a day,70%,54%,f,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,,Orio,GuipÃºzcoa,43.27773,-2.11376,Private room in cottage,Private room,2,1.0,1 private bath,1.0,2.0,"[""Free parking on premises"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wifi"", ""TV""]",$60.00,2,365,2,2,365,365,2.0,365.0,,t,30,59,89,364,29/09/2024,9,6,1,22/05/2023,09/09/2024,4.0,4.0,4.11,3.56,4.11,4.22,3.89,,f,4,0,4,0,0.54
4224,726756139745570104,https://www.airbnb.com/rooms/726756139745570104,20240900000000.0,29/09/2024,city scrape,Casa rural en Orio a 8 min de Donostia (nº4),"Rehabilitated farmhouse, on the coast, 8 minutes from Donostia/San Sebastián. Quiet countryside to disconnect from busy lives. Rooms with ensuite bath and common living room with TV.",,https://a0.muscache.com/pictures/miso/Hosting-726756139745570104/original/70bdfa17-26ca-4cc8-8cd7-7da775af114f.jpeg,99997676,https://www.airbnb.com/users/show/99997676,Tina,17/10/2016,"Orio, Spain",,within a day,70%,54%,f,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3c8a661-a48e-447f-8353-5c1a5196ff81.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,,Orio,GuipÃºzcoa,43.27730619172503,-2.114188502,Private room in cottage,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wifi"", ""TV""]",$60.00,1,365,1,1,365,365,1.0,365.0,,t,30,58,88,363,29/09/2024,7,3,1,22/07/2023,01/09/2024,4.29,4.57,4.14,4.0,4.57,4.14,4.0,,f,4,0,4,0,0.48
4237,730564577891464614,https://www.airbnb.com/rooms/730564577891464614,20240900000000.0,29/09/2024,city scrape,Habitación privada en el centro de vitoria.,"Enjoy the simplicity of this quiet and central accommodation in an old building in the old town (Calle Correria). It is a room in a shared apartment where 3 people live. It's for one person. I speak English, Spanish, a little French and a little German",,https://a0.muscache.com/pictures/d80f611c-71d7-472d-833e-27529f7c1437.jpg,359840851,https://www.airbnb.com/users/show/359840851,Zack,01/08/2020,"Logroño, Spain",,within a day,70%,0%,f,https://a0.muscache.com/im/pictures/user/a1de22a3-8130-4177-b257-dd7527167c56.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1de22a3-8130-4177-b257-dd7527167c56.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Vitoria-Gasteiz,Ãlava,42.84851234118965,-2.673487477,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cleaning products"", ""Dedicated workspace"", ""Resort access"", ""Washer"", ""Extra pillows and blankets"", ""Kitchen"", ""Freezer"", ""Refrigerator"", ""Dishwasher"", ""Fire extinguisher"", ""Trash compactor"", ""Laundromat nearby"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Electric stove"", ""Dishes and silverware"", ""Shower gel"", ""Oven"", ""Clothing storage: closet"", ""Hot water"", ""Dining table"", ""Cooking basics""]",$34.00,1,15,1,1,15,15,1.0,15.0,,t,30,60,90,90,29/09/2024,3,0,0,19/12/2022,15/07/2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.14
4274,751353383372905868,https://www.airbnb.com/rooms/751353383372905868,20240900000000.0,30/09/2024,city scrape,Fantástico piso en pleno centro de San Sebastián,"Fantastic and bright 2 bedroom flat, a modern kitchen, a high table dining room and a nice living room with balcony. Fully equipped to enter to live. There is one double bed bedroom and another with 2 twin trundle beds.  A bathroom with an outside window and a shower tray.<br />Perfect for enjoying San Sebastian with all kinds of services around. Very well connected, 10 minutes to the central bus and train station, 3 minutes to Playa de la Concha and next to the market.",The neighborhood is totally central and has all the necessary amenities.<br />A luxury location.,https://a0.muscache.com/pictures/miso/Hosting-751353383372905868/original/5b403648-0daa-4242-ba4c-c576a6c47eef.jpeg,486057667,https://www.airbnb.com/users/show/486057667,Sara,02/11/2022,"Donostia-San Sebastian, Spain","Me llamo Sara y tengo mi propia inmobiliaria SARA YEST HOMES para acoger a los huéspedes que deseen visitar esta maravillosa ciudad. Algo que me caracteriza es que lo hago todo con mucho cariño y atención para que la experiencia sea genial, todos nos merecemos ser tratados así. We can speak in English, German & Spanish! I can also teach you some words in Basque! I will be delighted to assist you for and during your stay in Donostia.",within a day,100%,60%,f,https://a0.muscache.com/im/pictures/user/User-486057667/original/fe345fee-0b02-4356-8acf-a6af2b5bccdb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-486057667/original/fe345fee-0b02-4356-8acf-a6af2b5bccdb.jpeg?aki_policy=profile_x_medium,,3,6,"['email', 'phone', 'work_email']",t,t,"Donostia, Euskadi, Spain",Donostia-San SebastiÃ¡n,GuipÃºzcoa,43.31552,-1.98141,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""City skyline view"", ""Indoor fireplace"", ""Dedicated workspace"", ""Coffee maker"", ""Beach access \u2013 Beachfront"", ""Dishes and silverware"", ""Heating"", ""Private patio or balcony"", ""Washer"", ""Wifi"", ""Kitchen"", ""TV"", ""Refrigerator""]",$140.00,31,60,31,31,60,60,31.0,60.0,,t,0,0,0,91,30/09/2024,2,1,0,17/08/2023,30/07/2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,3,0,0,0.15
4300,759963164684010108,https://www.airbnb.com/rooms/759963164684010108,20240900000000.0,30/09/2024,city scrape,Precioso piso en Bilbao.,"Enjoy your stay on the front lines of the Ría de Bilbao.<br /><br />Located in the trendiest neighborhood, Olabeaga has cafes and restaurants nearby. In addition to bus stop and train. <br /><br />Its location allows you to access the city's sights by walking, enjoying a walk along the entire bank of the Ria or visiting places like San Mamés just 5 minutes walk away.<br /><br />An apartment that will help you get to know Bilbao in all its splendor.<br />EBI02046",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzU5OTYzMTY0Njg0MDEwMTA4/original/01ffc657-5748-4f9d-a7a3-658be56bdb4e.jpeg,443732273,https://www.airbnb.com/users/show/443732273,Telu,05/02/2022,"Castro Urdiales, Spain",,within a day,90%,83%,t,https://a0.muscache.com/im/pictures/user/User-443732273/original/9401e051-bc4a-4005-9bf7-1481e878e6be.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-443732273/original/9401e051-bc4a-4005-9bf7-1481e878e6be.jpeg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,,Bilbao,Vizcaya,43.26593,-2.95399,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Toaster"", ""Coffee maker: espresso machine"", ""Dedicated workspace"", ""Central heating"", ""Wine glasses"", ""Outdoor furniture"", ""Hair dryer"", ""Washer"", ""Coffee"", ""Kitchen"", ""Freezer"", ""First aid kit"", ""Refrigerator"", ""Books and reading material"", ""Clamp on table seat high chair - available upon request"", ""Dishwasher"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Arcade games"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Host greets you"", ""Microwave"", ""Long term stays allowed"", ""Dishes and silverware"", ""Private patio or balcony"", ""Conditioner"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Crib - available upon request"", ""Oven"", ""Clothing storage: wardrobe"", ""Hot water"", ""Dining table"", ""Elevator"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""TV"", ""Cooking basics""]",$170.00,2,365,2,2,365,365,2.0,365.0,,t,14,39,69,243,30/09/2024,77,42,2,19/12/2022,09/09/2024,4.75,4.75,4.87,4.64,4.73,4.3,4.71,,f,1,1,0,0,3.54
4380,796233838300135339,https://www.airbnb.com/rooms/796233838300135339,20240900000000.0,29/09/2024,city scrape,la maison blanche,"This stylish place to stay is perfect for groups.<br />the white house located in a super quiet and secure area with super nice neighbors, close to the French-Spanish borders in the Basa country, with a beautiful view of the bidassoa river. Several free and free parking spaces 24/7 , bus stops have any distinction, there are shops , bars , hypermarkets and sports center just downstairs from the house.<br />we are at your disposal , welcome.",,https://a0.muscache.com/pictures/miso/Hosting-796233838300135339/original/aaaf4520-417c-4278-bc50-99ee2b1ab27f.jpeg,494073244,https://www.airbnb.com/users/show/494073244,Idir,03/01/2023,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/49bd1265-20c8-40fd-bd47-7c26723060aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49bd1265-20c8-40fd-bd47-7c26723060aa.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Irun,GuipÃºzcoa,43.3420272,-1.7630312,Entire rental unit,Entire home/apt,8,2.5,2.5 baths,3.0,3.0,"[""Bidet"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Coffee maker: espresso machine"", ""Cleaning products"", ""Dryer"", ""Bathtub"", ""Central heating"", ""Dedicated workspace"", ""Hair dryer"", ""Lockbox"", ""Extra pillows and blankets"", ""Coffee"", ""Iron"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""First aid kit"", ""Bread maker"", ""Refrigerator"", ""Free street parking"", ""Dishwasher"", ""Waterfront"", ""Beach access \u2013 Beachfront"", ""Fire extinguisher"", ""Stainless steel double oven"", ""Shared backyard"", ""Hangers"", ""Ethernet connection"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Safe"", ""Self check-in"", ""Microwave"", ""Clothing storage: closet, wardrobe, and dresser"", ""Long term stays allowed"", ""Lida body soap"", ""Dishes and silverware"", ""Outdoor shower"", ""Hot water kettle"", ""Lake access"", ""Room-darkening shades"", ""Bed linens"", ""55 inch HDTV"", ""Hot water"", ""Baby safety gates"", ""Dining table"", ""Elevator"", ""Smoke alarm"", ""Free washer"", ""Cooking basics""]",$300.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,25,53,83,358,29/09/2024,5,0,0,05/03/2023,05/08/2023,4.0,4.0,4.0,4.0,4.0,3.8,4.0,,f,2,2,0,0,0.26
4383,797654200786221510,https://www.airbnb.com/rooms/797654200786221510,20240900000000.0,29/09/2024,city scrape,Apartamento 2 habitaciones,"Outdoor apartment with 2 bedrooms and swimming pool. <br />Located in a central area and 30 meters from the beach line.<br />Private urbanization with own parking and supermarket and restaurant within the property.<br />Exterior terrace with views.<br />Community garden, recreation area and sports facilities within the urbanization (basketball court and peloton pediment<br />Access for the disabled and elevator.<br />Newly renovated facade (temperature and soundproofing)<br />Ideal for couples and families with children.",,https://a0.muscache.com/pictures/55529d94-eda9-43c5-bdc7-9085e3430dab.jpg,494442926,https://www.airbnb.com/users/show/494442926,Begoña,05/01/2023,,,within a day,83%,25%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Zarautz,GuipÃºzcoa,43.28718,-2.16665,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Free parking on premises"", ""Cleaning products"", ""Central heating"", ""Hair dryer"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Garden view"", ""Pool view"", ""Kitchen"", ""Freezer"", ""Pets allowed"", ""Refrigerator"", ""Dishwasher"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Microwave"", ""Shared outdoor pool - available seasonally, olympic-sized"", ""Dishes and silverware"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Beach view"", ""Outdoor dining area"", ""Hot water"", ""TV"", ""Cooking basics""]",$150.00,2,30,2,2,30,30,2.0,30.0,,t,28,58,88,89,29/09/2024,6,4,0,05/07/2023,12/07/2024,4.83,4.83,4.83,4.83,4.67,4.83,4.67,,f,1,1,0,0,0.4
4384,798091039469320889,https://www.airbnb.com/rooms/798091039469320889,20240900000000.0,30/09/2024,city scrape,Apartamento romantico led,"Get away from routine at this unique and relaxing stay. It is located in a very quiet village near Bilbao, where you can live very relaxed and in a very good atmosphere! Pintxos are the best! <br />Very good public transportation and free parking.<br />The house has good smart TV with all the amenities. <br />It is a sunny and very comfortable apartment.<br />It consists of a bedroom with a double bed and another single interior bedroom. The living room has a large open sofa with the kitchen and desk.","A super quiet neighborhood, with good people above all, lots of atmosphere for crews, pintxos and good royo! Very familiar, parks with children and dogs, etc. San Miguel has a special charm and a very healthy youth.",https://a0.muscache.com/pictures/miso/Hosting-798091039469320889/original/98c82ee8-1155-4040-ab55-2e8f1f2859a4.jpeg,76757959,https://www.airbnb.com/users/show/76757959,Alazne,09/06/2016,"Arrigorriaga, Spain",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/02372d2b-d92e-4603-894e-96b192c0e9d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02372d2b-d92e-4603-894e-96b192c0e9d6.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Vizcaya, País Vasco, Spain",Basauri,Vizcaya,43.21931550693304,-2.887268588,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Air conditioning"", ""Backyard"", ""Pets allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Washer"", ""Wifi"", ""Kitchen"", ""Patio or balcony"", ""TV"", ""Cooking basics"", ""Refrigerator""]",$59.00,3,90,3,3,90,90,3.0,90.0,,t,0,0,0,0,30/09/2024,7,2,1,10/04/2023,23/09/2024,3.67,4.17,3.17,4.67,4.17,4.0,3.5,,f,1,1,0,0,0.39
4462,816574610583095873,https://www.airbnb.com/rooms/816574610583095873,20240900000000.0,29/09/2024,city scrape,Casa Vizcaya. Lanestosa,"Registered in the Euskadi Business and Tourist Activities (REATE) registration with the ID number: XBI00141<br />Casa Vizcaya is a early 20th century Indian House that was transformed into a rural house. Though modernized and recently renovated, the house maintains the essence of Indian homes. Its 400 square meters and its 20 seats, makes it a perfect place for family gatherings or with friends.",,https://a0.muscache.com/pictures/prohost-api/Hosting-816574610583095873/original/e4aef3ff-bb79-42a0-83ed-0833abce1189.jpeg,497882627,https://www.airbnb.com/users/show/497882627,Eduardo,25/01/2023,,,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/754ff2a0-bff0-4f8a-b153-64fefedbdb6e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/754ff2a0-bff0-4f8a-b153-64fefedbdb6e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Lanestosa,Vizcaya,43.21942562812316,-3.437596612,Entire home,Entire home/apt,16,5.0,5 baths,8.0,14.0,"[""Toaster"", ""Free parking on premises"", ""Cleaning products"", ""Dedicated workspace"", ""Bathtub"", ""Central heating"", ""Coffee maker"", ""Hair dryer"", ""BBQ grill"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""Freezer"", ""Fire pit"", ""Pets allowed"", ""First aid kit"", ""Refrigerator"", ""Indoor fireplace"", ""Dishwasher"", ""Body soap"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Blender"", ""Microwave"", ""Dishes and silverware"", ""Shower gel"", ""Bed linens"", ""Oven"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Cooking basics""]",$633.00,2,1125,2,3,2,1125,2.0,606.1,,t,28,55,81,169,29/09/2024,2,0,0,23/07/2023,20/08/2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.14
4517,831240123659048633,https://www.airbnb.com/rooms/831240123659048633,20240900000000.0,30/09/2024,city scrape,Apartamento Udalai,"Coqueto, a fully equipped apartment where you can spend a few days in an exceptional environment.","In the old part of Hondarribi, near the Parador, restaurants and shops, the atmosphere is secured.",https://a0.muscache.com/pictures/miso/Hosting-831240123659048633/original/89a329c7-74ce-477b-95b9-7304cb427456.jpeg,79482135,https://www.airbnb.com/users/show/79482135,Maikena,23/06/2016,"Aranguren, Spain",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/ef66c3fb-6f19-41a4-a526-4c8516ef2fb7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ef66c3fb-6f19-41a4-a526-4c8516ef2fb7.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Hondarribia, Euskadi, Spain",Hondarribia,GuipÃºzcoa,43.36229,-1.79192,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,"[""Backyard"", ""Coffee maker"", ""Dishes and silverware"", ""Washer"", ""Wifi"", ""Kitchen"", ""Patio or balcony"", ""TV"", ""Refrigerator""]",$150.00,7,365,7,7,365,365,7.0,365.0,,t,1,1,1,63,30/09/2024,1,1,0,10/08/2024,10/08/2024,4.0,5.0,4.0,4.0,4.0,5.0,4.0,ESS03088,t,1,1,0,0,0.58
